1	0.028994
2	0.030783
3	0.035787
4	0.040782
5	0.037448
6	0.043599
7	0.044531
8	0.043967
9	0.046636
10	0.051268
11	0.052006
12	0.058270
13	0.052786
14	0.060423
15	0.063869
16	0.065820
17	0.069479
18	0.071594
19	0.073900
20	0.071185
21	0.075072
22	0.078432
23	0.078613
24	0.081407
25	0.085752
26	0.091503
27	0.091446
28	0.093245
29	0.092119
30	0.094167
31	0.101017
32	0.102315
33	0.102655
34	0.102217
35	0.107089
36	0.106912
37	0.113088
38	0.115646
39	0.113782
40	0.115031
41	0.118951
42	0.122204
43	0.122345
44	0.123653
45	0.127399
46	0.128813
47	0.132512
48	0.132196
49	0.138112
50	0.139335
51	0.140695
52	0.144323
53	0.146956
54	0.145639
55	0.150398
56	0.152163
57	0.157765
58	0.162219
59	0.164639
60	0.165719
61	0.169221
62	0.170513
63	0.172004
64	0.180251
65	0.184719
66	0.184891
67	0.191476
68	0.192099
69	0.195295
70	0.195592
71	0.199911
72	0.200030
73	0.204603
74	0.207158
75	0.206263
76	0.212071
77	0.213402
78	0.213004
79	0.214248
80	0.219414
81	0.214851
82	0.221316
83	0.222906
84	0.223748
85	0.223074
86	0.224767
87	0.224466
88	0.227742
89	0.226813
90	0.226519
91	0.225948
92	0.226394
93	0.227358
94	0.228028
95	0.227483
96	0.227958
97	0.231657
98	0.232573
99	0.229291
100	0.233186
101	0.230546
102	0.233764
103	0.232412
104	0.233261
105	0.236541
106	0.234263
107	0.238573
108	0.236872
109	0.240313
110	0.243297
111	0.243504
112	0.244521
113	0.248275
114	0.249849
115	0.256829
116	0.254379
117	0.256991
118	0.260405
119	0.265562
120	0.265309
121	0.270381
122	0.269582
123	0.275979
124	0.273755
125	0.279123
126	0.281478
127	0.279713
128	0.282482
129	0.281205
130	0.284651
131	0.285770
132	0.281560
133	0.284924
134	0.286739
135	0.289965
136	0.290903
137	0.284802
138	0.290435
139	0.287464
140	0.288553
141	0.290847
142	0.289473
143	0.291980
144	0.295727
145	0.297758
146	0.294610
147	0.301500
148	0.302140
149	0.303581
150	0.308524
151	0.309424
152	0.316734
153	0.316489
154	0.319500
155	0.322702
156	0.319335
157	0.324424
158	0.325885
159	0.323095
160	0.329404
161	0.332237
162	0.330836
163	0.327709
164	0.327453
165	0.328855
166	0.333069
167	0.329388
168	0.329890
169	0.331634
170	0.330270
171	0.333773
172	0.330368
173	0.329647
174	0.337156
175	0.335642
176	0.334994
177	0.339060
178	0.340959
179	0.342984
180	0.348291
181	0.348664
182	0.348736
183	0.348037
184	0.348660
185	0.351972
186	0.352675
187	0.349412
188	0.352212
189	0.353133
190	0.354718
191	0.349809
192	0.355075
193	0.355137
194	0.361238
195	0.365900
196	0.365809
197	0.368601
198	0.366626
199	0.366933
200	0.370749
201	0.370440
202	0.369679
203	0.367677
204	0.372218
205	0.375005
206	0.374188
207	0.373246
208	0.375978
209	0.378692
210	0.379013
211	0.378291
212	0.383026
213	0.388268
214	0.385404
215	0.389219
216	0.391317
217	0.388103
218	0.390712
219	0.389888
220	0.389458
221	0.390987
222	0.389544
223	0.392259
224	0.394953
225	0.391642
226	0.397281
227	0.402577
228	0.402696
229	0.402407
230	0.403219
231	0.404401
232	0.403599
233	0.403521
234	0.405563
235	0.405911
236	0.402381
237	0.403491
238	0.403830
239	0.406552
240	0.410475
241	0.411084
242	0.412512
243	0.412878
244	0.414652
245	0.414258
246	0.413870
247	0.416694
248	0.418301
249	0.415576
250	0.420286
251	0.422493
252	0.423109
253	0.420208
254	0.422271
255	0.421319
256	0.421267
257	0.423055
258	0.427219
259	0.429953
260	0.426746
261	0.427046
262	0.426637
263	0.430192
264	0.433756
265	0.436092
266	0.436595
267	0.437731
268	0.432945
269	0.437142
270	0.437425
271	0.438874
272	0.438224
273	0.445165
274	0.441900
275	0.447761
276	0.443957
277	0.442280
278	0.440384
279	0.442256
280	0.447940
281	0.446904
282	0.448969
283	0.447075
284	0.449432
285	0.448900
286	0.449639
287	0.452769
288	0.453269
289	0.453644
290	0.458245
291	0.457435
292	0.453968
293	0.456480
294	0.453747
295	0.457032
296	0.454524
297	0.459319
298	0.462647
299	0.461992
300	0.458112
301	0.460667
302	0.462707
303	0.458900
304	0.458173
305	0.455364
306	0.454889
307	0.452653
308	0.452272
309	0.450728
310	0.447902
311	0.445063
312	0.448686
313	0.441961
314	0.445056
315	0.439111
316	0.442001
317	0.440181
318	0.438214
319	0.437684
320	0.436005
321	0.429821
322	0.430253
323	0.431997
324	0.427939
325	0.427859
326	0.424150
327	0.423323
328	0.419639
